platform,app,app_id,play_store_url,review_id,user_name,rating,text,language,date,thumbs_up,replied
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,6dd4c75d-3a53-4fa1-87d3-be7fbcb4ed4c,Badr Lhmd,4,تطيبق لا يعمل معي حدفته واعادة تحمليه ونفس مشكل تضهر لي رسالة مكتوب عليه خطاء في استرداد معلوماتك اش مشكيلة,ar,2026-06-26 14:58:57,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,f804ec80-e6ba-4799-bfd0-22b4f060819f,Mahmod Ahmed,1,طبيق لا يعمل أحول فية أكتر من شهر لاسف ما يشتغل وحذفت وتنزل من الأول ولا يعمل!؟؟,ar,2026-06-26 13:34:02,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,c0531a5d-0cf8-444b-b495-cf74c600b1fe,ماجد السماوي,5,التطبيق لايفتح معي يقول حوال الان,ar,2026-06-26 09:27:26,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,d5dd0df4-8ee8-4205-a9be-9cecc3b09fec,Dgh Ghjk,4,لماذا لا يوجد نسخه مصرية والتطبيق لا يعمل في. اي دوله اخرى اللى في السعوديه,ar,2026-06-26 02:41:14,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,daf033d2-1263-428c-8602-eddf6cede7a5,ربيع احمد,1,تعبان لم استطع ان افتح حساب,ar,2026-06-25 23:00:37,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,cf41d907-9c1b-44d8-8a2f-1d6bed6fbdff,Mohammad Mokhtar,1,التطبيق سيئ ويعلق ،وتعامل الموظفين في الفرع فيه تكلف وبطريقة غير لائقة، افكر جديا في سحب اموالي من هذا المصرف دائما تتعطل اعمالنا واشغالنا بسبب الاعطال المتكررة في التطبيق وفي نظام البنك لدى خدمة العملاء والصرافين واحيانا بسبب قلة الموظفين,ar,2026-06-25 07:56:36,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,276607c9-35b8-42ff-8dad-1b4320b973fc,محمد الاحمري,5,ممتاز,ar,2026-06-25 07:28:22,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,4f7d7d89-8dcb-4cb0-9489-05affafceb91,يوسف السلفي,5,لمي يفتتح التطبيق من عند ما غيرت جوال ثاني,ar,2026-06-24 19:39:21,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,e70be981-4283-4e2c-a911-453be10fa541,زيدان ماجد يحيى صالح,5,ريع جدا جدا جدا,ar,2026-06-24 17:26:47,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,131b1156-4324-4c50-a84a-c7ab2a660e5f,ربيع احمد عثمان مزاحم,5,حلو,ar,2026-06-24 15:56:11,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,fa6e8f53-c632-4c30-b3be-276bf42e4bb9,محمد طاهر,5,من افضل البنوك,ar,2026-06-24 13:59:59,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,4069f62c-6a05-46c7-8e91-cd5ac4a859a3,عمر العموري,1,لي شهر اتابع الحساب عشان رفع القيود وما خلصت,ar,2026-06-24 12:45:05,1,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,7bd0d6e4-a1c1-42c4-a930-d92cbd9e816e,Abwmhmad Ashwee,1,التطبيق لا يفتح معي رغم اني ادخل رقم الهويه صحيح وكلمه المرور الا انه رفض انه حسابي غير نشيط نرجو معرفه السبب ولا تصلني رساله بكلمه السر,ar,2026-06-24 04:56:25,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,11faa708-0553-456b-b5c2-d449f6b61ace,عبدالعليم الرحبي,5,تطبيق ممتاز,ar,2026-06-23 23:29:09,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,e355e87f-3954-4b98-beab-0560446c775b,مهند حسام,5,ممتاز جداً,ar,2026-06-23 22:57:25,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,a6cfa76d-ef2b-48f7-a988-281da0be9dad,Ibrahim Abd el hamid,1,بنك سيء يؤخر الحوالات اعمل طلبات للمساعده ويقوموا بغلقها وما بتنحل المشكلة,ar,2026-06-23 11:01:02,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,bfa82aec-b443-4e1a-a282-a94de74e2c67,azooz alghamde,5,ممتاز جدا,ar,2026-06-23 10:59:30,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,2f2401ac-9d5f-4083-a51d-9c5aa8ddcf09,محمد الشهاري,4,رائع,ar,2026-06-23 07:10:55,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,fd7308b3-ab7c-4d06-a8eb-ec355023c7f4,ابوخالد,5,من افضل البنوك ف السعودية بنك جدا مميز متعامل معهم لي سنتين و ما شاء الله من افضل البنوك ولا مره قد واجهت مشاكل او تعليقات و البطاقه البنكية توصل ل حد باب بيتي مجانا شكرا لكم على الخدمات الجميلة الي تقدمونه و اتمنى لكم التوفيق والنجاح الدائم 🤍,ar,2026-06-22 22:09:49,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,0fd3b376-5a45-460d-b464-8559be41c224,صاحب الفكر,1,التطبيق لايعمل هل عندكم حل والا ويش الدبره له اسبوع مايفتح تعطلت اشغال الناس طمنونا هل انتم بخير,ar,2026-06-22 19:07:05,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,4260b24a-cd38-4ca5-a67a-be4447ada967,يحيى محمدطيب عبـدالغـني,1,التطبيق لا يعمل نهائيا حذفته وحملت مره ثاني نفس الوضع شوفوا حل ع التطبيق,ar,2026-06-22 07:10:36,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,d70b907a-1555-4d1a-b2c0-26a930994491,F Alharbi,1,تطبيق سيئ ومعلق طوال الوقت,ar,2026-06-22 07:09:18,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,51f76061-cf40-4544-b7e3-267f6a9a7a66,AMIN GHUZAYZ,1,التطبيق اصبح فيه تعليق كثير,ar,2026-06-22 07:05:53,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,9485e4f1-f806-4b97-bc9c-c64081a1091c,محسن صالح,4,التطبيق لا يفتح ولايعمل,ar,2026-06-22 06:55:55,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,f0a3278d-629a-414d-9cc6-7e90975c7996,Mohammed Ahmed Altom,1,تجربة سيئة جدا تطبيق لا يفتح بسرعة يحتاج الى تطوير,ar,2026-06-22 06:55:39,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,f35ad92a-4aae-42e5-beb3-7445b79e52e1,ALI QARNI,3,زى الرفت التطبيق معلق مايسجل دخول يجلس يدور جربت من الموقع من نفس التطبيق كلها زى الزفت حاولوا تعالجوا مشكله ولا سحبنا عليكم ورحنا لغيركم ياكثر البنوك ترى,ar,2026-06-22 06:45:20,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,ef029bef-3ecb-4132-9be3-cef4209a9ba6,Salha Hattan,1,تجربة خايسه مع تطبيقكم الخايس,ar,2026-06-22 06:12:38,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,3b348e2f-b64c-42cf-b71b-bce8c36ccd63,أبو حازم,5,اللصيانة الاخيره 23 يونيو 2026 واجهتني مشاكل بالاتصال بالنت ... التطبيق جميل وانصح به...🙏🙏,ar,2026-06-22 05:15:43,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,1c98afa3-90db-4de4-8546-d8d08d5b61dd,فايز ولد يحيى,5,من افضل البنوك,ar,2026-06-22 04:37:12,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,3c211e4b-e84f-4502-b495-929be8a86681,Mohyy Dehpil,1,سيء جدا قمت بفتح حساب جديد ولكن يتوقف عند العنوان الوطني مع اني اكتب عنواني الوطني بشكل صحيح,ar,2026-06-22 00:37:51,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,edd05797-1a4d-4970-bbd7-d1656aa7ff35,فندق يمن هوتيل,4,افضل تطبيق تحويل دولي,ar,2026-06-21 15:47:44,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,3dd23869-8cd7-42b2-a6d2-a419511f3098,Mohammad Mohammad,1,للاسف بعد ماكان في المقدمه بدأ يتراجع كثير من الكول سنتر كل واحد يرميك على الثاني وان رفعت شكوى تطالب بحقك يقولك تمت المعالجه ندخل المعالجه يقولك ارسل رقم المرجعي وانا مرسله اكثر من مره لاتاخذ منهم لا حق ولا باطل وين راحت فلوسي؟؟ ماجيت اشحتكم ولا اطلب سلف منكم... سيء جدا في الوقت الحالي ومالها داعي المتاهات حق الناس رح تسالون عنه وعند الله تجتمع الخصوم,ar,2026-06-21 10:39:13,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,f3a60c5a-7a07-4b7f-9b79-481f76e7e143,احمد الصليحي,5,جميل جدا جدا جدا,ar,2026-06-21 04:26:11,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,9363f192-52ee-40d3-b074-a51a7ba6fc81,احمد جاد,1,والله فاشل سويت حساب و طلبت بطاقه و فعلتها و ما بتعمل نهائيا,ar,2026-06-21 03:39:21,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,4cc513ee-ffb2-4743-843e-694edd828b92,ايهاب جلال,5,ممتاز,ar,2026-06-20 18:46:38,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,87d2d2f8-9871-49a8-9bfc-4e4a046f9842,عيسى قسمين قسمين,5,نجراب ذلك قد يكون هناك ربح,ar,2026-06-20 18:05:44,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,6e6171ae-d0d0-4c97-b173-f2af743c5e2a,ABDULRAHMAN,1,تطبيق اسوأ من السئ . لا يعمل خارج المملكة . أتمنى منهم اصلاح هذه المشكلة قبل اغلاق حساباتنا و البحث عن بنوك أخرى,ar,2026-06-20 12:58:14,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,28d9b7f0-a9e4-416c-9790-e1d5cdb9e154,محمد عبدالله العولقي,1,التطبيق رفض ان يشتغل لماذا,ar,2026-06-20 11:28:15,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,30a4a85e-c889-4984-be99-c1915b3fed92,افنان حبيب,5,جيدة,ar,2026-06-20 10:42:30,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,ad33c8ac-0879-4348-85fe-f16c7f43cd09,عاطف عادل ابراهيم,5,أجمل من رائع استخدم سهل وتحويل سريع,ar,2026-06-20 10:20:26,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,d8b142c0-7195-48ae-8ecb-db51ce5ff507,Bandar Eidh,5,مصرف الإنماء نتمنى لكم التوفيق والنجاح الدائم يارب 😘😘😘🙏,ar,2026-06-20 06:22:31,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,b4a21fba-e17f-4edb-96db-ac7ecfc89130,mosaa haolsa,1,افضل بنك مميزاته الدولية,ar,2026-06-19 20:50:42,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,985b7593-5237-4e49-afe4-734ab74cec56,أنور محمد قرعه,5,ما شاءالله,ar,2026-06-19 15:19:35,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,1807b228-ff49-4973-9e25-e01515bfe98c,Ranea Hezam,4,بنك الانماء جيد جدا سهل التعامل فيه بس في مشكله ان التطبيق اتوقف ليش ليش بسبب هذا المشكله راح افتح حساب في بنك غيركم لازم تشوفو حل ...😡😡,ar,2026-06-19 13:06:28,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,ee70d0a1-120c-4c2a-833f-0fbc7480b40d,Mohammed Masoud,5,ممتاز,ar,2026-06-19 11:33:46,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,e06e0aa8-6228-44e4-b557-659e095a0a4d,علي الشهري,1,اسوا لعبه,ar,2026-06-19 00:03:51,0,False
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,297e185e-8577-4102-9d02-eb4b98045922,عبدالله فتيني مزهري,5,ممتاز جدا جدا جدا,ar,2026-06-18 17:42:06,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,66a860c9-3a8a-4244-884c-d102ab9a1ff2,Ayman Elhenawy,5,الحساب بعد التنشيط الي اليوم صار لايفتح أرجو المساعدة بارك الله فيكم,ar,2026-06-18 15:16:43,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,732e38e2-eacb-4e73-8528-f3e3588a6931,أحمد قائد,5,التطيق لا يعمل يرجاء من حل المشكل,ar,2026-06-18 10:42:18,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,bcd18770-a8a7-4459-b67e-0f74d96553a3,aziz musa,5,رائع جدا جدا,ar,2026-06-18 08:34:00,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,cf0e5752-6450-4de2-a66f-f99853eab0bc,Mahmoud Farrag,5,رائعة,ar,2026-06-18 08:01:02,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,66249d37-7a6b-40e3-a1f5-7d717c372176,Faroq Salah,5,ممتاز بس ما يفتح خارج المملكة,ar,2026-06-17 18:11:54,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,6c87d9ff-af02-41fa-8d69-c7d598f0e91d,ابوعلي نكيع,5,سريع وأمن,ar,2026-06-17 17:22:10,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,ff23a0d7-975f-4dd8-b052-932b681b8f33,Nawaf Silan,5,ممتاز جداً,ar,2026-06-17 14:45:53,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,97fb6a25-8cdc-4f9b-89a8-ef9463570c7a,Shihab Hydra,1,التطبيق لايعمل في اليمن,ar,2026-06-17 12:11:41,0,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,0dfa79c6-1f85-4715-ac87-ee933ba73663,صدى الإيمان,1,لا توجد مرونة ابدا بل تشدد زائد لا انصح بتجربة بنك الإنماء كله رقمي وفعلي تم تجميد الحساب لمدة 10 ايام ولم استطع سداد رسوم حكومية كان من الممكن ان توقف كل خدماتي ولم يفك تجميد حسابي إلا بعد اصدار كشوفات من ثلاث بنوك محلية كنت حولت منها لحساب الانماء وبعد المبررات والاقرارات الكثيرة تم إعادة التنشيط اخيرا,ar,2026-06-17 11:19:31,3,True
Google Play,Alinma App (Main),com.alinma.retail.mobile.v4,https://play.google.com/store/apps/details?id=com.alinma.retail.mobile.v4,cc87f855-2224-4b5c-9887-5c5e7b2f37b0,نجم البوري,1,التطبيق لا يفتح,ar,2026-06-17 04:11:42,0,True
